年度,交付金,目標,目標名,指標群,指標,列番号,配点,北塩原村,全国平均,全国中央値,標準偏差,該当市町村数,該当率
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,2 / 長期的な要介護度の変化（要介護１・２） / ウ,119,5.0,0.0,1.4991384261918437,,2.2909116329693426,522.0,0.2998276852383688
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,2 / 長期的な要介護度の変化（要介護１・２） / エ,120,5.0,0.0,0.5054566341183228,,1.507248075672147,176.0,0.10109132682366456
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / ア / ①,121,5.0,0.0,2.1711659965537047,,2.4782792817149324,756.0,0.43423319931074095
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / ア / ②,122,5.0,0.0,1.717403790924756,,2.374351105784706,598.0,0.34348075818495116
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / ア / ③,123,5.0,0.0,1.1430212521539345,,2.099668706699732,398.0,0.22860425043078691
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / ア / ④,124,5.0,0.0,0.40781160252728316,,1.3684837264215257,142.0,0.08156232050545663
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / イ / ①,125,5.0,5.0,1.9184376794945435,,2.4314163089377163,668.0,0.3836875358989087
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / イ / ②,126,5.0,5.0,1.4704192992533027,,2.278149156804694,512.0,0.29408385985066055
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / イ / ③,127,5.0,5.0,0.9850660539919587,,1.9887119296752118,343.0,0.19701321079839174
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / イ / ④,128,5.0,5.0,0.36473291211947156,,1.3002440014913383,127.0,0.07294658242389432
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,4 / 長期的な要介護度の変化（要介護３～５） / ア,129,5.0,5.0,3.497989661114302,,2.2921641817960947,1218.0,0.6995979322228604
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,4 / 長期的な要介護度の変化（要介護３～５） / イ,130,5.0,5.0,2.498564043653073,,2.49999958760584,870.0,0.4997128087306146
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,4 / 長期的な要介護度の変化（要介護３～５） / ウ,131,5.0,5.0,1.4991384261918437,,2.2909116329693426,522.0,0.2998276852383688
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,4 / 長期的な要介護度の変化（要介護３～５） / エ,132,5.0,0.0,0.4997128087306146,,1.499617001918701,174.0,0.09994256174612291
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,5 / 健康寿命延伸の状況 / ア / ①,133,5.0,5.0,2.2142446869615164,,2.483615087140171,771.0,0.4428489373923033
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,5 / 健康寿命延伸の状況 / ア / ②,134,5.0,5.0,1.797817346352671,,2.3993623154740082,626.0,0.3595634692705342
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,5 / 健康寿命延伸の状況 / ア / ③,135,5.0,0.0,1.2693854106835152,,2.1761405590084064,442.0,0.25387708213670307
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,5 / 健康寿命延伸の状況 / ア / ④,136,5.0,0.0,0.44514646754738657,,1.423930110703126,155.0,0.08902929350947732
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,5 / 健康寿命延伸の状況 / イ / ①,137,5.0,0.0,2.334865020103389,,2.4945401256372977,813.0,0.46697300402067776
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,5 / 健康寿命延伸の状況 / イ / ②,138,5.0,0.0,1.8638713383113152,,2.417713863503736,649.0,0.37277426766226307
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,5 / 健康寿命延伸の状況 / イ / ③,139,5.0,0.0,1.2837449741527858,,2.184198643004201,447.0,0.25674899483055713
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,目標Ⅳｰ成果指標群,5 / 健康寿命延伸の状況 / イ / ④,140,5.0,0.0,0.456634118322803,,1.4403665761178892,159.0,0.0913268236645606
令和6年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,,Ⅳ 合計,141,100.0,65.0,48.60712234348076,50.0,17.365173933969167,,
令和6年度,推進交付金,,,,推進合計,142,400.0,124.0,205.63699023549685,209.0,55.31547338255705,,
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,1 / データを活用した課題の把握 / ア,143,1.0,0.0,0.8070074669730041,,0.39464720349043375,1405.0,0.8070074669730041
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,1 / データを活用した課題の把握 / イ,144,1.0,0.0,0.8173463526708789,,0.3863823138375904,1423.0,0.8173463526708789
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,1 / データを活用した課題の把握 / ウ,145,2.0,0.0,1.4106835152211372,,0.911777961087901,1228.0,0.7053417576105686
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,1 / データを活用した課題の把握 / エ,146,2.0,0.0,1.179781734635267,,0.9837065252866499,1027.0,0.5898908673176335
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / ア,147,1.0,0.0,0.8943136128661688,,0.30743580583339525,1557.0,0.8943136128661688
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / イ,148,2.0,0.0,1.3038483630097646,,0.952720406150874,1135.0,0.6519241815048823
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / ウ / ①,149,1.0,0.0,0.6984491671453188,,0.4589312890393608,1216.0,0.6984491671453188
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / ウ / ②,150,1.0,0.0,0.4997128087306146,,0.49999991752116796,870.0,0.4997128087306146
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / ウ / ③,151,1.0,0.0,0.5353245261344055,,0.4987506168952372,932.0,0.5353245261344055
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / ウ / ④,152,1.0,0.0,0.17690982194141297,,0.3815923699998082,308.0,0.17690982194141297
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / エ,153,2.0,0.0,0.9684089603676048,,0.9995008785463595,843.0,0.4842044801838024
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,3 / 介護予防等と保健事業の一体的実施 / ア,154,1.0,0.0,0.909821941412981,,0.2864366881816907,1584.0,0.909821941412981
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,3 / 介護予防等と保健事業の一体的実施 / イ,155,2.0,0.0,1.5060310166570936,,0.8625152811289712,1311.0,0.7530155083285468
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,3 / 介護予防等と保健事業の一体的実施 / ウ,156,2.0,0.0,1.3394600804135555,,0.9406204621448666,1166.0,0.6697300402067777
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,3 / 介護予防等と保健事業の一体的実施 / エ,157,2.0,0.0,1.3647329121194716,,0.931112185945845,1188.0,0.6823664560597358
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,4 / 通いの場参加者の健康状態の把握・分析 / ア,158,1.0,1.0,0.8179207352096496,,0.38590984196280337,1424.0,0.8179207352096496
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,4 / 通いの場参加者の健康状態の把握・分析 / イ,159,2.0,0.0,1.3647329121194716,,0.931112185945845,1188.0,0.6823664560597358
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,4 / 通いの場参加者の健康状態の把握・分析 / ウ,160,2.0,2.0,1.2142446869615164,,0.9767800233976747,1057.0,0.6071223434807582
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,4 / 通いの場参加者の健康状態の把握・分析 / エ,161,2.0,0.0,1.0660539919586445,,0.9978160502549192,928.0,0.5330269959793222
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,5 / 地域リハビリテーションの推進 / ア,162,1.0,0.0,0.43136128661688683,,0.49526631929206616,751.0,0.43136128661688683
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,5 / 地域リハビリテーションの推進 / イ,163,2.0,0.0,1.3991958644457207,,0.9168656727184379,1218.0,0.6995979322228604
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,5 / 地域リハビリテーションの推進 / ウ,164,2.0,0.0,1.2199885123492247,,0.9755024625465458,1062.0,0.6099942561746123
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,5 / 地域リハビリテーションの推進 / エ,165,2.0,0.0,0.7777139574956922,,0.9749814948540168,677.0,0.3888569787478461
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,6 / 介護予防・生活支援の体制整備 / ア,166,1.0,1.0,0.8070074669730041,,0.39464720349043375,1405.0,0.8070074669730041
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,6 / 介護予防・生活支援の体制整備 / イ,167,2.0,2.0,1.3911545089029294,,0.9203250241979234,1211.0,0.6955772544514647
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,6 / 介護予防・生活支援の体制整備 / ウ,168,2.0,2.0,1.2705341757610569,,0.9627103716826185,1106.0,0.6352670878805284
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,6 / 介護予防・生活支援の体制整備 / エ,169,2.0,2.0,0.8845491097070649,,0.9933131892462561,770.0,0.44227455485353245
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,6 / 介護予防・生活支援の体制整備 / オ,170,2.0,2.0,0.7823090178058587,,0.9760177438301775,681.0,0.39115450890292935
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,7 / 多様なサービスの活用推進 / ア,171,1.0,0.0,0.7219988512349225,,0.4480139618922325,1257.0,0.7219988512349225
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,7 / 多様なサービスの活用推進 / イ,172,2.0,0.0,1.1924181504882252,,0.9813130261861862,1038.0,0.5962090752441126
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,7 / 多様なサービスの活用推進 / ウ,173,2.0,0.0,0.8811028144744399,,0.9929065712714871,767.0,0.44055140723721997
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅰ）体制・取組指標群,7 / 多様なサービスの活用推進 / エ,174,2.0,0.0,0.7777139574956922,,0.9749814948540168,677.0,0.3888569787478461
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅱ）活動指標群,1 / 地域包括支援センター３職種の配置状況 / ア,175,1.0,1.0,0.6995979322228604,,0.45843283635921894,1218.0,0.6995979322228604
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅱ）活動指標群,1 / 地域包括支援センター３職種の配置状況 / イ,176,1.0,1.0,0.4997128087306146,,0.49999991752116796,870.0,0.4997128087306146
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅱ）活動指標群,1 / 地域包括支援センター３職種の配置状況 / ウ,177,1.0,1.0,0.2998276852383688,,0.45818232659386854,522.0,0.2998276852383688
令和6年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,目標Ⅰｰ（ⅱ）活動指標群,1 / 地域包括支援センター３職種の配置状況 / エ,178,1.0,1.0,0.09994256174612291,,0.29992340038374016,174.0,0.09994256174612291
